scenario;Category;Baseline;model;region;period;Scope;value;unit;variable
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2030;Global;5848.707101;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2035;Global;7284.140448;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2040;Global;8729.626166;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2045;Global;10175.85315;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2050;Global;11656.79986;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2060;Global;14840.61342;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2070;Global;18212.88652;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2080;Global;21454.88244;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2090;Global;24526.84447;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2100;Global;27417.83372;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2010;Global;5149.308539;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2015;Global;5296.033998;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2020;Global;5451.456638;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2025;Global;5674.329762;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2030;Global;5907.206614;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2035;Global;6110.357449;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2040;Global;6287.504384;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2045;Global;6465.50715;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2050;Global;6637.703834;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2060;Global;7014.325267;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2070;Global;7379.954714;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2080;Global;7685.238102;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2090;Global;7984.691391;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2100;Global;8295.677974;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2010;Global;1007.210081;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2015;Global;1248.300267;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2020;Global;1465.00463;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2025;Global;1668.088251;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2030;Global;1856.229349;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2035;Global;2030.319173;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2040;Global;2192.822645;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2045;Global;2335.909998;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2050;Global;2461.4894;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2060;Global;2756.37517;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2070;Global;3113.369181;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2080;Global;3445.765711;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2090;Global;3762.412132;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2100;Global;4078.200349;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2010;Global;14477.42765;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2015;Global;15986.07566;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2020;Global;17981.80254;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2025;Global;20016.61627;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2030;Global;21984.27309;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2035;Global;23972.48455;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2040;Global;25977.14117;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2045;Global;27985.48503;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2050;Global;29897.92784;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2060;Global;33864.6215;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2070;Global;38132.28529;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2080;Global;42326.51548;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2090;Global;46369.18886;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2100;Global;50214.99051;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2010;Global;55461.3298;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2015;Global;65304.42388;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2020;Global;77561.22589;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2025;Global;90906.455;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2030;Global;104252.2521;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2035;Global;117321.4482;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2040;Global;130247.4957;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2045;Global;143127.9882;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2050;Global;155830.4289;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2060;Global;182017.5167;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2070;Global;209945.7393;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2080;Global;238748.036;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2090;Global;268714.7255;billion US$2010/yr OR local currency;GDP|MER
NPi_V4;NPi;NoPolicy_V4;COPPE-COFFEE 1.0;World;2100;Global;299877.0984;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2010;Global;1214.918288;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2015;Global;1428.720135;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2020;Global;1713.195804;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2025;Global;1988.848254;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2030;Global;2254.238339;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2035;Global;2516.4506;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2040;Global;2790.742389;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2045;Global;3103.323375;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2050;Global;3447.040804;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2060;Global;4156.588133;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2070;Global;4771.85459;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2080;Global;5351.267768;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2090;Global;5920.863684;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2100;Global;6492.338148;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2010;Global;4518.245629;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2015;Global;7422.884143;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2020;Global;10878.23054;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2025;Global;14337.49121;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2030;Global;17367.78144;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2035;Global;19830.27155;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2040;Global;21814.15299;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2045;Global;23450.3786;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2050;Global;24681.51461;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2060;Global;26138.89726;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2070;Global;26785.54483;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2080;Global;26867.7623;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2090;Global;26571.58412;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2100;Global;26154.21299;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2010;Global;1381.251071;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2015;Global;2100.875818;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2020;Global;3134.845705;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2025;Global;4440.246085;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2030;Global;5848.707101;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2035;Global;7284.140448;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2040;Global;8729.626166;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2045;Global;10175.85315;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2050;Global;11656.79986;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2060;Global;14840.61342;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2070;Global;18212.88652;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2080;Global;21454.88244;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2090;Global;24526.84447;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;IND;2100;Global;27417.83372;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2010;Global;5149.308539;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2015;Global;5296.033998;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2020;Global;5451.456638;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2025;Global;5674.329762;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2030;Global;5907.206614;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2035;Global;6110.357449;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2040;Global;6287.504384;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2045;Global;6465.50715;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2050;Global;6637.703834;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2060;Global;7014.325267;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2070;Global;7379.954714;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2080;Global;7685.238102;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2090;Global;7984.691391;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;JPN;2100;Global;8295.677974;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2010;Global;1007.210081;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2015;Global;1248.300267;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2020;Global;1465.00463;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2025;Global;1668.088251;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2030;Global;1856.229349;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2035;Global;2030.319173;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2040;Global;2192.822645;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2045;Global;2335.909998;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2050;Global;2461.4894;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2060;Global;2756.37517;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2070;Global;3113.369181;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2080;Global;3445.765711;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2090;Global;3762.412132;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;RUS;2100;Global;4078.200349;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2010;Global;14477.42765;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2015;Global;15986.07566;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2020;Global;17981.80254;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2025;Global;20016.61627;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2030;Global;21984.27309;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2035;Global;23972.48455;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2040;Global;25977.14117;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2045;Global;27985.48503;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2050;Global;29897.92784;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2060;Global;33864.6215;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2070;Global;38132.28529;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2080;Global;42326.51548;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2090;Global;46369.18886;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;USA;2100;Global;50214.99051;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2010;Global;55461.3298;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2015;Global;65304.42388;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2020;Global;77561.22589;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2025;Global;90906.455;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2030;Global;104252.2521;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2035;Global;117321.4482;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2040;Global;130247.4957;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2045;Global;143127.9882;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2050;Global;155830.4289;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2060;Global;182017.5167;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2070;Global;209945.7393;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2080;Global;238748.036;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2090;Global;268714.7255;billion US$2010/yr OR local currency;GDP|MER
INDCi_V4;INDC;NoPolicy_V4;COPPE-COFFEE 1.0;World;2100;Global;299877.0984;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2010;Global;1214.918287;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2015;Global;1428.720135;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2020;Global;1724.590325;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2025;Global;1997.478351;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2030;Global;2253.748039;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2035;Global;2496.59083;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2040;Global;2745.83712;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2045;Global;2986.675193;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2050;Global;3317.47292;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2060;Global;3962.267906;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2070;Global;4505.421355;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2080;Global;5004.333721;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2090;Global;5484.234441;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;BRA;2100;Global;5956.257291;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2010;Global;4518.245634;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2015;Global;7422.88564;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2020;Global;10887.81729;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2025;Global;14314.54934;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2030;Global;17217.67717;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2035;Global;19409.32266;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2040;Global;21064.11702;billion US$2010/yr OR local currency;GDP|MER
NPi2020_400_V4;2020_verylow;NoPolicy_V4;COPPE-COFFEE 1.0;CHN;2045;Global;22166.10608;billion US$2010/yr OR local currency;GDP|MER
